arch,params,train_time_sec,test_loss,test_acc,precision,recall,f1,auc,model_size_mb
resnet50,23512130,409.3407881000003,0.5930905878543854,0.8349358974358975,0.7934560327198364,0.9948717948717949,0.8828213879408419,0.9505095332018408,89.99017238616943
