epoch,train_loss,val_loss,train_acc,val_acc
1,0.40848965991715913,0.3984344182191072,0.8669912865197335,0.8588516746411483
2,0.3951707462795445,0.39844554993841386,0.8669912865197335,0.8588516746411483
3,0.39339460310388785,0.3987545746344107,0.8669912865197335,0.8588516746411483
4,0.39439716226741917,0.3988546359318274,0.8669912865197335,0.8588516746411483
