epoch,train_loss,val_loss,train_acc,val_acc
1,0.41418933233276745,0.3988176164803682,0.8662224500256279,0.8588516746411483
2,0.3996862068039472,0.39834837670679446,0.8669912865197335,0.8588516746411483
3,0.39556698782033606,0.39883846320487837,0.8669912865197335,0.8588516746411483
4,0.3961657191641995,0.3993315315908856,0.8669912865197335,0.8588516746411483
5,0.39632343561922917,0.39888055512198695,0.8669912865197335,0.8588516746411483
