epoch,train_loss,val_loss,train_acc,val_acc
1,0.22379861027002335,1.578559676806132,0.9061172472387425,0.7423664122137404
2,0.1177700989340481,0.30342617630958557,0.955607476635514,0.8778625954198473
3,0.10997266459621881,0.09162137409051259,0.953483432455395,0.9599236641221374
4,0.09210698032065441,0.6741677125295004,0.9645284621920136,0.7404580152671756
5,0.08257554432279185,0.09642800192038219,0.9709005947323704,0.9637404580152672
6,0.08772660850694305,0.09212775528430939,0.9628292268479184,0.9561068702290076
