arch,params,train_time_sec,test_loss,test_acc,precision,recall,f1,auc,model_size_mb
resnet18,11177538,161.39406469999994,0.5858901143074036,0.7836538461538461,0.744721689059501,0.9948717948717949,0.8518111964873765,0.9465483234714005,42.71235179901123
