model,dropout,weight_decay,params,train_time_sec,train_acc,val_acc,test_acc,overfit_severity,model_size_mb,train_loss,val_loss,test_loss,exp_dir
transformer,0.5,1e-05,326658,109.97087590000001,0.9930804715530497,0.9880382775119617,0.9856459330143541,0.005042194041087966,1.2749433517456055,0.03046663286671096,0.06534662109657398,0.0592436402479911,drop0.5_wd1e-05
transformer,0.1,1e-05,326658,94.91737390000003,0.9984623270117888,0.9880382775119617,0.9820574162679426,0.010424049499827115,1.2749433517456055,0.004624471494323978,0.04943239122049245,0.08377444766099668,drop0.1_wd1e-05
transformer,0.3,1e-05,326658,91.00014150000015,0.9946181445412609,0.9856459330143541,0.9808612440191388,0.008972211526906748,1.2749433517456055,0.01598343139010497,0.05700257191589723,0.05515417651083596,drop0.3_wd1e-05
transformer,0.3,0.001,326658,89.80750439999974,0.9953869810353665,0.9916267942583732,0.9784688995215312,0.0037601867769933017,1.2749433517456055,0.018303837336611277,0.04091033394582121,0.08197441801032121,drop0.3_wd0.001
transformer,0.3,0.0001,326658,89.68573920000017,0.9941055868785238,0.9868421052631579,0.9772727272727273,0.007263481615365941,1.2749433517456055,0.021734333015047014,0.056380172449819466,0.08358958602615597,drop0.3_wd0.0001
transformer,0.5,0.0001,326658,90.21142529999997,0.9894925679138903,0.9856459330143541,0.9772727272727273,0.003846634899536183,1.2749433517456055,0.04173739317691977,0.05614784813089365,0.0872858535989912,drop0.5_wd0.0001
transformer,0.5,0.001,326658,109.87420340000017,0.986417221937468,0.9892344497607656,0.9760765550239234,-0.00281722782329763,1.2749433517456055,0.05669210564448177,0.0577709254230959,0.09517638422807471,drop0.5_wd0.001
transformer,0.1,0.0001,326658,43.21297800000002,0.9843669912865197,0.9808612440191388,0.9748803827751196,0.003505747267380954,1.2749433517456055,0.05726190292673399,0.059824631032016545,0.08100463787990587,drop0.1_wd0.0001
transformer,0.1,0.001,326658,62.32798180000009,0.9910302409021015,0.9844497607655502,0.9736842105263158,0.0065804801365512144,1.2749433517456055,0.033745437245968665,0.0552105401314933,0.08643303602864896,drop0.1_wd0.001
